iter	RMSE
667	1305.345913
668	1305.212887
669	1305.097103
670	1305.042209
671	1304.997496
672	1304.890923
673	1304.814335
674	1304.672258
675	1304.578194
676	1304.481714
677	1304.463084
678	1304.295084
679	1304.143441
680	1303.996062
681	1303.958055
682	1303.942367
683	1303.926887
684	1303.788998
685	1303.746211
686	1303.587624
687	1303.459057
688	1303.357229
689	1303.212395
690	1303.043464
691	1303.000464
692	1302.876396
693	1302.804056
694	1302.778335
695	1302.761498
696	1302.668813
697	1302.508318
698	1302.493492
699	1302.417112
700	1302.326435
701	1302.224959
702	1302.171198
703	1302.152818
704	1302.028123
705	1301.992149
706	1301.976196
707	1301.960687
708	1301.927388
709	1301.803174
710	1301.70854
711	1301.622401
712	1301.502397
713	1301.407736
714	1301.321361
715	1301.262538
716	1301.231318
717	1301.14279
718	1301.109613
719	1301.04489
720	1301.019109
721	1300.908117
722	1300.789706
723	1300.695158
724	1300.606758
725	1300.44728
726	1300.280525
727	1300.259136
728	1300.249244
729	1300.219996
730	1300.148663
731	1300.11876
732	1300.016588
733	1299.995209
734	1299.796499
735	1299.744705
736	1299.706427
737	1299.56649
738	1299.485784
739	1299.350774
740	1299.208093
741	1299.117602
742	1298.987876
743	1298.839519
744	1298.804525
745	1298.67058
746	1298.646668
747	1298.578358
748	1298.540618
749	1298.520601
750	1298.401785
751	1298.295738
752	1298.153365
753	1298.043947
754	1298.00578
755	1297.929013
756	1297.802901
757	1297.713279
758	1297.664712
759	1297.595574
760	1297.552675
761	1297.476656
762	1297.445271
763	1297.36506
764	1297.265412
765	1297.187362
766	1297.096574
767	1296.960624
768	1296.839045
769	1296.679236
770	1296.601295
771	1296.477984
772	1296.303556
773	1296.257628
774	1296.214319
775	1296.062905
776	1296.016348
777	1295.889389
778	1295.843869
779	1295.667823
780	1295.646836
781	1295.626311
782	1295.606108
783	1295.586553
784	1295.479228
785	1295.311746
786	1295.192016
787	1295.065308
788	1294.940039
789	1294.856198
790	1294.773452
791	1294.634392
792	1294.547145
793	1294.496964
794	1294.477786
795	1294.35592
796	1294.336135
797	1294.243432
798	1294.075801
799	1293.941331
800	1293.921511
801	1293.837277
802	1293.818602
803	1293.804058
804	1293.728407
805	1293.64776
806	1293.607307
807	1293.500651
808	1293.343008
809	1293.211952
810	1293.147976
811	1293.1073
812	1293.003212
813	1292.92275
814	1292.843318
815	1292.804645
816	1292.786287
817	1292.746576
818	1292.71149
819	1292.612561
820	1292.552768
821	1292.437825
822	1292.423987
823	1292.385354
824	1292.347666
825	1292.266909
826	1292.190323
827	1292.177164
828	1292.112769
829	1291.965568
830	1291.8534
831	1291.818093
832	1291.696359
833	1291.595767
834	1291.543501
835	1291.475445
836	1291.432654
837	1291.362655
838	1291.292921
839	1291.251948
840	1291.18987
841	1291.155916
842	1291.082334
843	1291.068311
844	1291.016257
845	1290.889786
846	1290.769693
847	1290.696944
848	1290.50685
849	1290.392512
850	1290.319018
851	1290.258767
852	1290.225663
853	1290.167882
854	1290.113187
855	1290.037366
856	1289.981935
857	1289.946053
858	1289.911111
859	1289.895846
860	1289.825056
861	1289.794417
862	1289.729604
863	1289.694548
864	1289.636439
865	1289.602232
866	1289.51552
867	1289.463109
868	1289.397357
869	1289.241908
870	1289.208232
871	1289.094149
872	1289.06758
873	1289.03928
874	1288.903748
875	1288.851717
876	1288.749832
877	1288.717034
878	1288.685016
879	1288.658276
880	1288.596453
881	1288.523857
882	1288.483982
883	1288.422839
884	1288.324772
885	1288.249067
886	1288.200249
887	1288.136073
888	1288.114775
889	1288.030454
890	1288.00578
891	1287.988533
892	1287.863192
893	1287.84578
894	1287.819542
895	1287.757194
896	1287.616689
897	1287.521143
898	1287.496503
899	1287.453669
900	1287.386096
901	1287.323545
902	1287.209654
903	1287.088845
904	1287.003593
905	1286.911971
906	1286.763794
907	1286.706954
908	1286.694328
909	1286.62528
910	1286.606293
911	1286.505146
912	1286.468484
913	1286.401592
914	1286.285224
915	1286.158254
916	1286.122267
917	1286.010336
918	1285.981382
919	1285.853788
920	1285.753498
921	1285.660642
922	1285.514669
923	1285.432713
924	1285.350516
925	1285.2869
926	1285.274612
927	1285.250609
928	1285.119008
929	1285.058413
930	1284.967381
931	1284.850143
932	1284.778809
933	1284.739606
934	1284.627259
935	1284.619618
936	1284.58151
937	1284.518856
938	1284.427734
939	1284.347898
940	1284.287493
941	1284.269789
942	1284.21104
943	1284.148715
944	1284.06142
945	1284.036188
946	1283.913535
947	1283.89697
948	1283.788381
949	1283.772127
950	1283.712166
951	1283.700856
952	1283.597594
953	1283.502796
954	1283.380621
955	1283.323452
956	1283.224235
957	1283.16956
958	1283.074898
959	1283.00524
960	1282.884591
961	1282.769109
962	1282.754463
963	1282.675062
964	1282.569685
965	1282.452695
966	1282.400237
967	1282.294888
968	1282.271195
969	1282.259444
970	1282.164703
971	1282.097393
972	1282.00481
973	1281.887012
974	1281.852466
975	1281.830743
976	1281.685431
977	1281.594169
978	1281.53151
979	1281.439329
980	1281.389387
981	1281.301555
982	1281.241862
983	1281.156558
984	1281.041631
985	1280.953435
986	1280.932789
987	1280.912521
988	1280.795824
989	1280.724019
990	1280.623556
991	1280.476484
992	1280.366836
993	1280.299914
994	1280.159602
995	1280.072906
996	1280.012975
997	1279.986658
998	1279.898667
999	1279.76754
